user_id,occurred_at,action,user_type
17,4/6/2014 9:30,sent_weekly_digest,1
17,11/6/2014 9:30,sent_weekly_digest,1
17,18-06-2014 09:30,sent_weekly_digest,1
17,25-06-2014 09:30,sent_weekly_digest,1
17,2/7/2014 9:30,sent_weekly_digest,1
17,9/7/2014 9:30,sent_weekly_digest,1
17,16-07-2014 09:30,sent_weekly_digest,1
17,23-07-2014 09:30,sent_weekly_digest,1
17,30-07-2014 09:30,sent_weekly_digest,1
17,30-07-2014 09:30,email_open,1
17,30-07-2014 09:31,email_clickthrough,1
17,6/8/2014 9:30,sent_weekly_digest,1
17,6/8/2014 9:30,email_open,1
17,13-08-2014 09:30,sent_weekly_digest,1
17,20-08-2014 09:30,sent_weekly_digest,1
17,20-08-2014 09:30,email_open,1
17,27-08-2014 09:30,sent_weekly_digest,1
19,7/5/2014 9:30,sent_weekly_digest,1
19,14-05-2014 09:30,sent_weekly_digest,1
19,21-05-2014 09:30,sent_weekly_digest,1
19,28-05-2014 09:30,sent_weekly_digest,1
19,4/6/2014 9:30,sent_weekly_digest,1
19,4/6/2014 9:30,email_open,1
19,4/6/2014 9:30,email_clickthrough,1
19,11/6/2014 9:30,sent_weekly_digest,1
19,18-06-2014 09:30,sent_weekly_digest,1
19,25-06-2014 09:30,sent_weekly_digest,1
19,2/7/2014 9:30,sent_weekly_digest,1
19,2/7/2014 9:30,email_open,1
19,9/7/2014 9:30,sent_weekly_digest,1
19,16-07-2014 09:30,sent_weekly_digest,1
19,23-07-2014 09:30,sent_weekly_digest,1
19,30-07-2014 09:30,sent_weekly_digest,1
19,6/8/2014 9:30,sent_weekly_digest,1
19,6/8/2014 9:30,email_open,1
19,13-08-2014 09:30,sent_weekly_digest,1
19,13-08-2014 09:30,email_open,1
19,20-08-2014 09:30,sent_weekly_digest,1
19,27-08-2014 09:30,sent_weekly_digest,1
19,27-08-2014 09:30,email_open,1
20,7/5/2014 9:30,sent_weekly_digest,2
20,14-05-2014 09:30,sent_weekly_digest,2
20,21-05-2014 09:30,sent_weekly_digest,2
20,28-05-2014 09:30,sent_weekly_digest,2
20,4/6/2014 9:30,sent_weekly_digest,2
20,11/6/2014 9:30,sent_weekly_digest,2
20,11/6/2014 9:30,email_open,2
20,18-06-2014 09:30,sent_weekly_digest,2
20,18-06-2014 09:30,email_open,2
20,18-06-2014 09:30,email_clickthrough,2
20,25-06-2014 09:30,sent_weekly_digest,2
20,25-06-2014 09:30,email_open,2
20,2/7/2014 9:30,sent_weekly_digest,2
20,9/7/2014 9:30,sent_weekly_digest,2
20,9/7/2014 9:30,email_open,2
20,9/7/2014 9:30,email_clickthrough,2
20,16-07-2014 09:30,sent_weekly_digest,2
20,23-07-2014 09:30,sent_weekly_digest,2
20,23-07-2014 09:30,email_open,2
20,30-07-2014 09:30,sent_weekly_digest,2
20,30-07-2014 09:30,email_open,2
20,6/8/2014 9:30,sent_weekly_digest,2
20,13-08-2014 09:30,sent_weekly_digest,2
20,20-08-2014 09:30,sent_weekly_digest,2
20,20-08-2014 09:30,email_open,2
20,20-08-2014 09:31,email_clickthrough,2
20,27-08-2014 09:30,sent_weekly_digest,2
20,27-08-2014 09:30,email_open,2
22,7/5/2014 9:30,sent_weekly_digest,1
22,7/5/2014 9:30,email_open,1
22,7/5/2014 9:30,email_clickthrough,1
22,14-05-2014 09:30,sent_weekly_digest,1
22,21-05-2014 09:30,sent_weekly_digest,1
22,21-05-2014 09:30,email_open,1
22,21-05-2014 09:30,email_clickthrough,1
22,28-05-2014 09:30,sent_weekly_digest,1
22,28-05-2014 09:30,email_open,1
22,4/6/2014 9:30,sent_weekly_digest,1
22,4/6/2014 9:30,email_open,1
22,11/6/2014 9:30,sent_weekly_digest,1
22,11/6/2014 9:30,email_open,1
22,11/6/2014 9:31,email_clickthrough,1
22,18-06-2014 09:30,sent_weekly_digest,1
22,25-06-2014 09:30,sent_weekly_digest,1
22,2/7/2014 9:30,sent_weekly_digest,1
22,9/7/2014 9:30,sent_weekly_digest,1
22,16-07-2014 09:30,sent_weekly_digest,1
22,23-07-2014 09:30,sent_weekly_digest,1
22,30-07-2014 09:30,sent_weekly_digest,1
22,6/8/2014 9:30,sent_weekly_digest,1
22,13-08-2014 09:30,sent_weekly_digest,1
22,13-08-2014 09:30,email_open,1
22,20-08-2014 09:30,sent_weekly_digest,1
22,27-08-2014 09:30,sent_weekly_digest,1
22,27-08-2014 09:30,email_open,1
30,1/5/2014 9:30,sent_weekly_digest,2
30,8/5/2014 9:30,sent_weekly_digest,2
30,15-05-2014 09:30,sent_weekly_digest,2
30,22-05-2014 09:30,sent_weekly_digest,2
30,22-05-2014 09:30,email_open,2
30,29-05-2014 09:30,sent_weekly_digest,2
30,29-05-2014 09:30,email_open,2
30,5/6/2014 9:30,sent_weekly_digest,2
30,12/6/2014 9:30,sent_weekly_digest,2
30,19-06-2014 09:30,sent_weekly_digest,2
30,19-06-2014 09:30,email_open,2
30,19-06-2014 09:30,email_clickthrough,2
30,26-06-2014 09:30,sent_weekly_digest,2
30,3/7/2014 9:30,sent_weekly_digest,2
30,10/7/2014 9:30,sent_weekly_digest,2
30,17-07-2014 09:30,sent_weekly_digest,2
30,17-07-2014 09:30,email_open,2
30,24-07-2014 09:30,sent_weekly_digest,2
30,31-07-2014 09:30,sent_weekly_digest,2
30,7/8/2014 9:30,sent_weekly_digest,2
30,14-08-2014 09:30,sent_weekly_digest,2
30,14-08-2014 09:30,email_open,2
30,21-08-2014 09:30,sent_weekly_digest,2
30,21-08-2014 09:30,email_open,2
30,28-08-2014 09:30,sent_weekly_digest,2
49,5/5/2014 9:30,sent_weekly_digest,2
49,5/5/2014 9:30,email_open,2
49,12/5/2014 9:30,sent_weekly_digest,2
49,19-05-2014 09:30,sent_weekly_digest,2
49,26-05-2014 09:30,sent_weekly_digest,2
49,2/6/2014 9:30,sent_weekly_digest,2
49,2/6/2014 9:30,email_open,2
49,2/6/2014 9:30,email_clickthrough,2
49,9/6/2014 9:30,sent_weekly_digest,2
49,16-06-2014 09:30,sent_weekly_digest,2
49,23-06-2014 09:30,sent_weekly_digest,2
49,30-06-2014 09:30,sent_weekly_digest,2
49,7/7/2014 9:30,sent_weekly_digest,2
49,14-07-2014 09:30,sent_weekly_digest,2
49,21-07-2014 09:30,sent_weekly_digest,2
49,21-07-2014 09:30,email_open,2
49,28-07-2014 09:30,sent_weekly_digest,2
49,28-07-2014 09:30,email_open,2
49,4/8/2014 9:30,sent_weekly_digest,2
49,4/8/2014 9:30,email_open,2
49,11/8/2014 9:30,sent_weekly_digest,2
49,18-08-2014 09:30,sent_weekly_digest,2
49,25-08-2014 09:30,sent_weekly_digest,2
59,5/5/2014 9:30,sent_weekly_digest,1
59,12/5/2014 9:30,sent_weekly_digest,1
59,19-05-2014 09:30,sent_weekly_digest,1
59,26-05-2014 09:30,sent_weekly_digest,1
59,26-05-2014 09:30,email_open,1
59,2/6/2014 9:30,sent_weekly_digest,1
59,2/6/2014 9:30,email_open,1
59,2/6/2014 9:31,email_clickthrough,1
59,9/6/2014 9:30,sent_weekly_digest,1
59,16-06-2014 09:30,sent_weekly_digest,1
59,23-06-2014 09:30,sent_weekly_digest,1
59,30-06-2014 09:30,sent_weekly_digest,1
59,7/7/2014 9:30,sent_weekly_digest,1
59,14-07-2014 09:30,sent_weekly_digest,1
59,14-07-2014 09:30,email_open,1
59,21-07-2014 09:30,sent_weekly_digest,1
59,28-07-2014 09:30,sent_weekly_digest,1
59,4/8/2014 9:30,sent_weekly_digest,1
59,4/8/2014 9:30,email_open,1
59,4/8/2014 9:31,email_clickthrough,1
59,11/8/2014 9:30,sent_weekly_digest,1
59,11/8/2014 9:30,email_open,1
59,11/8/2014 9:31,email_clickthrough,1
59,18-08-2014 09:30,sent_weekly_digest,1
59,25-08-2014 09:30,sent_weekly_digest,1
64,5/5/2014 9:30,sent_weekly_digest,2
64,12/5/2014 9:30,sent_weekly_digest,2
64,19-05-2014 09:30,sent_weekly_digest,2
64,26-05-2014 09:30,sent_weekly_digest,2
64,2/6/2014 9:30,sent_weekly_digest,2
64,9/6/2014 9:30,sent_weekly_digest,2
64,16-06-2014 09:30,sent_weekly_digest,2
64,23-06-2014 09:30,sent_weekly_digest,2
64,23-06-2014 09:30,email_open,2
64,23-06-2014 09:30,email_clickthrough,2
64,30-06-2014 09:30,sent_weekly_digest,2
64,30-06-2014 09:30,email_open,2
64,7/7/2014 9:30,sent_weekly_digest,2
64,7/7/2014 9:30,email_open,2
64,7/7/2014 9:30,email_clickthrough,2
64,14-07-2014 09:30,sent_weekly_digest,2
64,14-07-2014 09:30,email_open,2
64,21-07-2014 09:30,sent_weekly_digest,2
64,28-07-2014 09:30,sent_weekly_digest,2
64,28-07-2014 09:30,email_open,2
64,4/8/2014 9:30,sent_weekly_digest,2
64,11/8/2014 9:30,sent_weekly_digest,2
64,18-08-2014 09:30,sent_weekly_digest,2
64,25-08-2014 09:30,sent_weekly_digest,2
66,5/5/2014 9:30,sent_weekly_digest,1
66,12/5/2014 9:30,sent_weekly_digest,1
66,19-05-2014 09:30,sent_weekly_digest,1
66,26-05-2014 09:30,sent_weekly_digest,1
66,2/6/2014 9:30,sent_weekly_digest,1
66,9/6/2014 9:30,sent_weekly_digest,1
66,9/6/2014 9:30,email_open,1
66,16-06-2014 09:30,sent_weekly_digest,1
66,16-06-2014 09:30,email_open,1
66,23-06-2014 09:30,sent_weekly_digest,1
66,30-06-2014 09:30,sent_weekly_digest,1
66,7/7/2014 9:30,sent_weekly_digest,1
66,7/7/2014 9:30,email_open,1
66,14-07-2014 09:30,sent_weekly_digest,1
66,21-07-2014 09:30,sent_weekly_digest,1
66,28-07-2014 09:30,sent_weekly_digest,1
66,28-07-2014 09:30,email_open,1
66,4/8/2014 9:30,sent_weekly_digest,1
66,11/8/2014 9:30,sent_weekly_digest,1
66,18-08-2014 09:30,sent_weekly_digest,1
66,25-08-2014 09:30,sent_weekly_digest,1
66,25-08-2014 09:30,email_open,1
67,5/5/2014 9:30,sent_weekly_digest,1
67,12/5/2014 9:30,sent_weekly_digest,1
67,19-05-2014 09:30,sent_weekly_digest,1
67,26-05-2014 09:30,sent_weekly_digest,1
67,26-05-2014 09:30,email_open,1
67,2/6/2014 9:30,sent_weekly_digest,1
67,9/6/2014 9:30,sent_weekly_digest,1
67,16-06-2014 09:30,sent_weekly_digest,1
67,23-06-2014 09:30,sent_weekly_digest,1
67,30-06-2014 09:30,sent_weekly_digest,1
67,30-06-2014 09:30,email_open,1
67,7/7/2014 9:30,sent_weekly_digest,1
67,7/7/2014 9:30,email_open,1
67,14-07-2014 09:30,sent_weekly_digest,1
67,21-07-2014 09:30,sent_weekly_digest,1
67,28-07-2014 09:30,sent_weekly_digest,1
67,4/8/2014 9:30,sent_weekly_digest,1
67,11/8/2014 9:30,sent_weekly_digest,1
67,11/8/2014 9:30,email_open,1
67,18-08-2014 09:30,sent_weekly_digest,1
67,25-08-2014 09:30,sent_weekly_digest,1
67,25-08-2014 09:30,email_open,1
78,6/5/2014 9:30,sent_weekly_digest,2
78,13-05-2014 09:30,sent_weekly_digest,2
78,20-05-2014 09:30,sent_weekly_digest,2
78,20-05-2014 09:30,email_open,2
78,27-05-2014 09:30,sent_weekly_digest,2
78,3/6/2014 9:30,sent_weekly_digest,2
78,10/6/2014 9:30,sent_weekly_digest,2
78,17-06-2014 09:30,sent_weekly_digest,2
78,17-06-2014 09:30,email_open,2
78,17-06-2014 09:31,email_clickthrough,2
78,24-06-2014 09:30,sent_weekly_digest,2
78,1/7/2014 9:30,sent_weekly_digest,2
78,8/7/2014 9:30,sent_weekly_digest,2
78,8/7/2014 9:30,email_open,2
78,15-07-2014 09:30,sent_weekly_digest,2
78,22-07-2014 09:30,sent_weekly_digest,2
78,22-07-2014 09:30,email_open,2
78,22-07-2014 09:30,email_clickthrough,2
78,29-07-2014 09:30,sent_weekly_digest,2
78,29-07-2014 09:30,email_open,2
78,29-07-2014 09:31,email_clickthrough,2
78,5/8/2014 9:30,sent_weekly_digest,2
78,12/8/2014 9:30,sent_weekly_digest,2
78,12/8/2014 9:30,email_open,2
78,19-08-2014 09:30,sent_weekly_digest,2
78,19-08-2014 09:30,email_open,2
78,19-08-2014 09:31,email_clickthrough,2
78,26-08-2014 09:30,sent_weekly_digest,2
80,6/5/2014 9:30,sent_weekly_digest,1
80,13-05-2014 09:30,sent_weekly_digest,1
80,13-05-2014 09:30,email_open,1
80,13-05-2014 09:30,email_clickthrough,1
80,20-05-2014 09:30,sent_weekly_digest,1
80,20-05-2014 09:30,email_open,1
80,27-05-2014 09:30,sent_weekly_digest,1
80,27-05-2014 09:30,email_open,1
80,3/6/2014 9:30,sent_weekly_digest,1
80,10/6/2014 9:30,sent_weekly_digest,1
80,17-06-2014 09:30,sent_weekly_digest,1
80,24-06-2014 09:30,sent_weekly_digest,1
80,1/7/2014 9:30,sent_weekly_digest,1
80,8/7/2014 9:30,sent_weekly_digest,1
80,8/7/2014 9:30,email_open,1
80,15-07-2014 09:30,sent_weekly_digest,1
80,22-07-2014 09:30,sent_weekly_digest,1
80,29-07-2014 09:30,sent_weekly_digest,1
80,29-07-2014 09:30,email_open,1
80,5/8/2014 9:30,sent_weekly_digest,1
80,5/8/2014 9:30,email_open,1
80,5/8/2014 9:31,email_clickthrough,1
80,12/8/2014 9:30,sent_weekly_digest,1
80,19-08-2014 09:30,sent_weekly_digest,1
80,19-08-2014 09:30,email_open,1
80,26-08-2014 09:30,sent_weekly_digest,1
83,7/5/2014 9:30,sent_weekly_digest,1
83,14-05-2014 09:30,sent_weekly_digest,1
83,21-05-2014 09:30,sent_weekly_digest,1
83,28-05-2014 09:30,sent_weekly_digest,1
83,4/6/2014 9:30,sent_weekly_digest,1
83,4/6/2014 9:30,email_open,1
83,4/6/2014 9:30,email_clickthrough,1
83,11/6/2014 9:30,sent_weekly_digest,1
83,18-06-2014 09:30,sent_weekly_digest,1
83,18-06-2014 09:30,email_open,1
83,25-06-2014 09:30,sent_weekly_digest,1
83,25-06-2014 09:30,email_open,1
83,2/7/2014 9:30,sent_weekly_digest,1
83,9/7/2014 9:30,sent_weekly_digest,1
83,16-07-2014 09:30,sent_weekly_digest,1
83,23-07-2014 09:30,sent_weekly_digest,1
83,30-07-2014 09:30,sent_weekly_digest,1
83,6/8/2014 9:30,sent_weekly_digest,1
83,13-08-2014 09:30,sent_weekly_digest,1
83,20-08-2014 09:30,sent_weekly_digest,1
83,27-08-2014 09:30,sent_weekly_digest,1
83,27-08-2014 09:30,email_open,1
86,7/5/2014 9:30,sent_weekly_digest,1
86,14-05-2014 09:30,sent_weekly_digest,1
86,21-05-2014 09:30,sent_weekly_digest,1
86,28-05-2014 09:30,sent_weekly_digest,1
86,28-05-2014 09:30,email_open,1
86,28-05-2014 09:31,email_clickthrough,1
86,4/6/2014 9:30,sent_weekly_digest,1
86,11/6/2014 9:30,sent_weekly_digest,1
86,18-06-2014 09:30,sent_weekly_digest,1
86,25-06-2014 09:30,sent_weekly_digest,1
86,25-06-2014 09:30,email_open,1
86,2/7/2014 9:30,sent_weekly_digest,1
86,9/7/2014 9:30,sent_weekly_digest,1
86,16-07-2014 09:30,sent_weekly_digest,1
86,23-07-2014 09:30,sent_weekly_digest,1
86,30-07-2014 09:30,sent_weekly_digest,1
86,6/8/2014 9:30,sent_weekly_digest,1
86,6/8/2014 9:30,email_open,1
86,6/8/2014 9:30,email_clickthrough,1
86,13-08-2014 09:30,sent_weekly_digest,1
86,20-08-2014 09:30,sent_weekly_digest,1
86,27-08-2014 09:30,sent_weekly_digest,1
86,27-08-2014 09:30,email_open,1
86,27-08-2014 09:31,email_clickthrough,1
98,1/5/2014 9:30,sent_weekly_digest,2
98,8/5/2014 9:30,sent_weekly_digest,2
98,8/5/2014 9:30,email_open,2
98,15-05-2014 09:30,sent_weekly_digest,2
98,22-05-2014 09:30,sent_weekly_digest,2
98,22-05-2014 09:30,email_open,2
98,29-05-2014 09:30,sent_weekly_digest,2
98,5/6/2014 9:30,sent_weekly_digest,2
98,12/6/2014 9:30,sent_weekly_digest,2
98,19-06-2014 09:30,sent_weekly_digest,2
98,19-06-2014 09:30,email_open,2
98,19-06-2014 09:30,email_clickthrough,2
98,26-06-2014 09:30,sent_weekly_digest,2
98,26-06-2014 09:30,email_open,2
98,3/7/2014 9:30,sent_weekly_digest,2
98,10/7/2014 9:30,sent_weekly_digest,2
98,10/7/2014 9:30,email_open,2
98,17-07-2014 09:30,sent_weekly_digest,2
98,24-07-2014 09:30,sent_weekly_digest,2
98,31-07-2014 09:30,sent_weekly_digest,2
98,7/8/2014 9:30,sent_weekly_digest,2
98,7/8/2014 9:30,email_open,2
98,14-08-2014 09:30,sent_weekly_digest,2
98,21-08-2014 09:30,sent_weekly_digest,2
98,21-08-2014 09:30,email_open,2
98,21-08-2014 09:30,email_clickthrough,2
98,28-08-2014 09:30,sent_weekly_digest,2
101,1/5/2014 9:30,sent_weekly_digest,1
101,8/5/2014 9:30,sent_weekly_digest,1
101,8/5/2014 9:30,email_open,1
101,8/5/2014 9:30,email_clickthrough,1
101,15-05-2014 09:30,sent_weekly_digest,1
101,22-05-2014 09:30,sent_weekly_digest,1
101,29-05-2014 09:30,sent_weekly_digest,1
101,5/6/2014 9:30,sent_weekly_digest,1
101,12/6/2014 9:30,sent_weekly_digest,1
101,19-06-2014 09:30,sent_weekly_digest,1
101,19-06-2014 09:30,email_open,1
101,19-06-2014 09:30,email_clickthrough,1
101,26-06-2014 09:30,sent_weekly_digest,1
101,3/7/2014 9:30,sent_weekly_digest,1
101,3/7/2014 9:30,email_open,1
101,10/7/2014 9:30,sent_weekly_digest,1
101,17-07-2014 09:30,sent_weekly_digest,1
101,17-07-2014 09:30,email_open,1
101,24-07-2014 09:30,sent_weekly_digest,1
101,24-07-2014 09:30,email_open,1
101,31-07-2014 09:30,sent_weekly_digest,1
101,31-07-2014 09:30,email_open,1
101,31-07-2014 09:31,email_clickthrough,1
101,7/8/2014 9:30,sent_weekly_digest,1
101,7/8/2014 9:30,email_open,1
101,7/8/2014 9:30,email_clickthrough,1
101,14-08-2014 09:30,sent_weekly_digest,1
101,14-08-2014 09:30,email_open,1
101,14-08-2014 09:31,email_clickthrough,1
101,21-08-2014 09:30,sent_weekly_digest,1
101,21-08-2014 09:30,email_open,1
101,21-08-2014 09:31,email_clickthrough,1
101,28-08-2014 09:30,sent_weekly_digest,1
108,2/5/2014 9:30,sent_weekly_digest,1
108,2/5/2014 9:30,email_open,1
108,9/5/2014 9:30,sent_weekly_digest,1
108,9/5/2014 9:30,email_open,1
108,16-05-2014 09:30,sent_weekly_digest,1
108,23-05-2014 09:30,sent_weekly_digest,1
108,23-05-2014 09:30,email_open,1
108,30-05-2014 09:30,sent_weekly_digest,1
108,6/6/2014 9:30,sent_weekly_digest,1
108,6/6/2014 9:30,email_open,1
108,13-06-2014 09:30,sent_weekly_digest,1
108,20-06-2014 09:30,sent_weekly_digest,1
108,20-06-2014 09:30,email_open,1
108,27-06-2014 09:30,sent_weekly_digest,1
108,4/7/2014 9:30,sent_weekly_digest,1
108,11/7/2014 9:30,sent_weekly_digest,1
108,11/7/2014 9:30,email_open,1
108,18-07-2014 09:30,sent_weekly_digest,1
108,25-07-2014 09:30,sent_weekly_digest,1
108,1/8/2014 9:30,sent_weekly_digest,1
108,1/8/2014 9:30,email_open,1
108,8/8/2014 9:30,sent_weekly_digest,1
108,15-08-2014 09:30,sent_weekly_digest,1
108,15-08-2014 09:30,email_open,1
108,22-08-2014 09:30,sent_weekly_digest,1
108,29-08-2014 09:30,sent_weekly_digest,1
117,5/5/2014 9:30,sent_weekly_digest,1
117,5/5/2014 9:30,email_open,1
117,12/5/2014 9:30,sent_weekly_digest,1
117,19-05-2014 09:30,sent_weekly_digest,1
117,26-05-2014 09:30,sent_weekly_digest,1
117,2/6/2014 9:30,sent_weekly_digest,1
117,9/6/2014 9:30,sent_weekly_digest,1
117,16-06-2014 09:30,sent_weekly_digest,1
117,23-06-2014 09:30,sent_weekly_digest,1
117,30-06-2014 09:30,sent_weekly_digest,1
117,7/7/2014 9:30,sent_weekly_digest,1
117,14-07-2014 09:30,sent_weekly_digest,1
117,14-07-2014 09:30,email_open,1
117,21-07-2014 09:30,sent_weekly_digest,1
117,28-07-2014 09:30,sent_weekly_digest,1
117,28-07-2014 09:30,email_open,1
117,4/8/2014 9:30,sent_weekly_digest,1
117,11/8/2014 9:30,sent_weekly_digest,1
117,18-08-2014 09:30,sent_weekly_digest,1
117,25-08-2014 09:30,sent_weekly_digest,1
117,25-08-2014 09:30,email_open,1
120,5/5/2014 9:30,sent_weekly_digest,2
120,12/5/2014 9:30,sent_weekly_digest,2
120,19-05-2014 09:30,sent_weekly_digest,2
120,26-05-2014 09:30,sent_weekly_digest,2
120,26-05-2014 09:30,email_open,2
120,2/6/2014 9:30,sent_weekly_digest,2
120,9/6/2014 9:30,sent_weekly_digest,2
120,16-06-2014 09:30,sent_weekly_digest,2
120,23-06-2014 09:30,sent_weekly_digest,2
120,30-06-2014 09:30,sent_weekly_digest,2
120,30-06-2014 09:30,email_open,2
120,7/7/2014 9:30,sent_weekly_digest,2
120,14-07-2014 09:30,sent_weekly_digest,2
120,14-07-2014 09:30,email_open,2
120,21-07-2014 09:30,sent_weekly_digest,2
120,28-07-2014 09:30,sent_weekly_digest,2
120,4/8/2014 9:30,sent_weekly_digest,2
120,11/8/2014 9:30,sent_weekly_digest,2
120,11/8/2014 9:30,email_open,2
120,18-08-2014 09:30,sent_weekly_digest,2
120,25-08-2014 09:30,sent_weekly_digest,2
124,5/5/2014 9:30,sent_weekly_digest,3
124,12/5/2014 9:30,sent_weekly_digest,3
124,19-05-2014 09:30,sent_weekly_digest,3
124,19-05-2014 09:30,email_open,3
124,26-05-2014 09:30,sent_weekly_digest,3
124,26-05-2014 09:30,email_open,3
124,2/6/2014 9:30,sent_weekly_digest,3
124,9/6/2014 9:30,sent_weekly_digest,3
124,16-06-2014 09:30,sent_weekly_digest,3
124,23-06-2014 09:30,sent_weekly_digest,3
124,30-06-2014 09:30,sent_weekly_digest,3
124,30-06-2014 09:30,email_open,3
124,30-06-2014 09:30,email_clickthrough,3
124,7/7/2014 9:30,sent_weekly_digest,3
124,7/7/2014 9:30,email_open,3
124,14-07-2014 09:30,sent_weekly_digest,3
124,21-07-2014 09:30,sent_weekly_digest,3
124,28-07-2014 09:30,sent_weekly_digest,3
124,4/8/2014 9:30,sent_weekly_digest,3
124,4/8/2014 9:30,email_open,3
124,4/8/2014 9:30,email_clickthrough,3
124,11/8/2014 9:30,sent_weekly_digest,3
124,18-08-2014 09:30,sent_weekly_digest,3
124,18-08-2014 09:30,email_open,3
124,25-08-2014 09:30,sent_weekly_digest,3
128,5/5/2014 9:30,sent_weekly_digest,2
128,12/5/2014 9:30,sent_weekly_digest,2
128,12/5/2014 9:30,email_open,2
128,12/5/2014 9:30,email_clickthrough,2
128,19-05-2014 09:30,sent_weekly_digest,2
128,26-05-2014 09:30,sent_weekly_digest,2
128,26-05-2014 09:30,email_open,2
